29.75308641975308, 175.58347978910368, [46, 764, 593, 402, 241]
28.51851851851852, 172.5043177892919, [52, 758, 593, 380, 231]
28.02469135802469, 173.80617495711834, [56, 754, 579, 380, 227]
27.77777777777778, 175.71794871794873, [55, 755, 577, 376, 225]
27.901234567901234, 175.21575342465752, [67, 743, 575, 370, 226]
30.37037037037037, 178.2304964539007, [52, 758, 598, 401, 246]
28.148148148148145, 172.59278350515464, [53, 757, 580, 370, 228]
27.654320987654323, 174.13993174061434, [60, 750, 566, 366, 224]
27.901234567901234, 177.3167808219178, [56, 754, 567, 365, 226]
28.02469135802469, 175.2572898799314, [66, 744, 562, 358, 227]
27.901234567901234, 172.44691780821918, [51, 759, 590, 372, 226]
26.790123456790127, 170.106239460371, [59, 751, 582, 358, 217]
26.543209876543205, 171.1344537815126, [62, 748, 569, 356, 215]
26.66666666666667, 175.30976430976432, [57, 753, 564, 351, 216]
26.543209876543205, 174.1596638655462, [66, 744, 559, 340, 215]
26.913580246913583, 170.05743243243242, [52, 758, 578, 366, 218]
25.802469135802465, 168.1747088186356, [58, 752, 573, 348, 209]
25.802469135802465, 169.6322795341098, [63, 747, 560, 345, 209]
26.172839506172842, 174.72742474916387, [58, 752, 559, 339, 212]
25.802469135802465, 173.40931780366057, [61, 749, 562, 333, 209]
26.049382716049386, 168.22871452420702, [49, 761, 580, 366, 211]
24.691358024691358, 166.9606557377049, [57, 753, 565, 344, 200]
24.07407407407407, 167.09268292682927, [66, 744, 554, 333, 195]
23.950617283950614, 169.82305194805195, [62, 748, 557, 328, 194]
23.827160493827158, 171.7520259319287, [61, 749, 562, 328, 193]
