24.444444444444446, 55.35457516339869, [59, 751, 569, 339, 198]
21.111111111111114, 58.53677621283255, [77, 733, 545, 308, 171]
20.61728395061728, 59.5800933125972, [79, 731, 547, 298, 167]
20.24691358024692, 59.143962848297214, [79, 731, 544, 296, 164]
19.38271604938272, 58.74732006125574, [78, 732, 526, 286, 157]
22.962962962962962, 53.65384615384615, [62, 748, 554, 332, 186]
21.358024691358025, 58.17425431711146, [76, 734, 548, 311, 173]
20.24691358024692, 59.52012383900929, [77, 733, 543, 293, 164]
20.61728395061728, 60.494556765163296, [80, 730, 540, 295, 167]
19.999999999999996, 59.9429012345679, [79, 731, 528, 286, 162]
22.469135802469133, 52.64808917197452, [57, 753, 568, 336, 182]
19.999999999999996, 55.6820987654321, [73, 737, 540, 300, 162]
18.88888888888889, 57.8158295281583, [73, 737, 541, 283, 153]
18.765432098765434, 59.171732522796354, [75, 735, 531, 277, 152]
18.2716049382716, 59.274924471299094, [84, 726, 520, 268, 148]
22.469135802469133, 53.0843949044586, [52, 758, 560, 335, 182]
19.506172839506174, 54.31288343558282, [74, 736, 541, 294, 158]
17.777777777777782, 56.108108108108105, [80, 730, 531, 273, 144]
17.654320987654327, 58.079460269865066, [87, 723, 524, 263, 143]
17.407407407407405, 59.13602391629298, [87, 723, 511, 256, 141]
